Id,Probability
1,0.444352
2,0.406740
3,0.295925
4,0.460849
5,0.513396
6,0.371077
7,0.403886
8,0.423535
9,0.181164
10,0.729366
11,0.256966
12,0.355599
13,0.273469
14,0.438541
15,0.439234
16,0.317890
17,0.356613
18,0.313175
19,0.579985
20,0.477660
21,0.239551
22,0.293474
23,0.186482
24,0.712912
25,0.458507
26,0.302025
27,0.500088
28,0.254766
29,0.399846
30,0.323309
31,0.444353
32,0.231578
33,0.306384
34,0.452226
35,0.663233
36,0.452009
37,0.396978
38,0.290467
39,0.278179
40,0.424473
41,0.574148
42,0.618976
43,0.501801
44,0.227958
45,0.433915
46,0.180213
47,0.179521
48,0.318103
49,0.299581
50,0.355631
51,0.318629
52,0.329902
53,0.236448
54,0.393151
55,0.345547
56,0.448809
57,0.207307
58,0.515694
59,0.473261
60,0.470650
61,0.341465
62,0.233176
63,0.376069
64,0.268892
65,0.313170
66,0.343962
67,0.319999
68,0.545145
69,0.221261
70,0.726111
71,0.284619
72,0.470649
73,0.228058
74,0.563580
75,0.298284
76,0.385333
77,0.512599
78,0.434343
79,0.348142
80,0.333780
81,0.278314
82,0.289705
83,0.398496
84,0.249583
85,0.308897
86,0.308783
87,0.429970
88,0.273572
89,0.383465
90,0.362899
91,0.386438
92,0.307944
93,0.287146
94,0.318549
95,0.222519
96,0.451816
97,0.359375
98,0.475642
99,0.297265
100,0.308381
101,0.420283
102,0.462346
103,0.220145
104,0.424191
105,0.449411
106,0.338482
107,0.663534
108,0.323189
109,0.227534
110,0.352545
111,0.302604
112,0.373734
113,0.367028
114,0.711732
115,0.500625
116,0.304088
117,0.185968
118,0.479053
119,0.314909
120,0.220730
121,0.253668
122,0.425535
123,0.268985
124,0.749399
125,0.243286
126,0.324897
127,0.191117
128,0.296830
129,0.223550
130,0.428752
131,0.384289
132,0.467926
133,0.200041
134,0.492775
135,0.533929
136,0.249727
137,0.571283
138,0.393901
139,0.222384
140,0.314101
141,0.213193
142,0.325479
143,0.195203
144,0.333965
145,0.634687
146,0.249132
147,0.187395
148,0.507580
149,0.248227
150,0.400934
151,0.186968
152,0.277911
153,0.247160
154,0.269561
155,0.291757
156,0.328416
157,0.459966
158,0.231176
159,0.525173
160,0.331838
161,0.178895
162,0.279142
163,0.271468
164,0.434216
165,0.290970
166,0.303969
167,0.783746
168,0.317653
169,0.576961
170,0.317334
171,0.195099
172,0.325852
173,0.309369
174,0.407104
175,0.334780
176,0.670591
177,0.366819
178,0.531340
179,0.305783
180,0.311180
181,0.431937
182,0.230618
183,0.321731
184,0.306503
185,0.533446
186,0.220135
187,0.242516
188,0.354952
189,0.442317
190,0.349546
191,0.324263
192,0.394813
193,0.303918
194,0.459016
195,0.307299
196,0.368663
197,0.231596
198,0.288826
199,0.252636
200,0.275409
201,0.441327
202,0.387670
203,0.635011
204,0.388994
205,0.306722
206,0.222655
207,0.326723
208,0.239302
209,0.441870
210,0.190776
211,0.474776
212,0.346751
213,0.343877
214,0.232519
215,0.301588
216,0.445260
217,0.256375
218,0.474683
219,0.279615
220,0.184635
221,0.305384
222,0.305954
223,0.314944
224,0.249059
225,0.304437
226,0.458758
227,0.250184
228,0.454812
229,0.504703
230,0.678818
231,0.611640
232,0.292415
233,0.282448
234,0.296191
235,0.211373
236,0.555807
237,0.479489
238,0.183991
239,0.343281
240,0.337937
241,0.391324
242,0.303560
243,0.211881
244,0.339657
245,0.446212
246,0.300608
247,0.406743
248,0.240461
249,0.304284
250,0.626983
251,0.361041
252,0.597283
253,0.205988
254,0.488552
255,0.181977
256,0.255325
257,0.384466
258,0.548232
259,0.408483
260,0.520991
261,0.283696
262,0.335093
263,0.200319
264,0.441737
265,0.484108
266,0.302452
267,0.473534
268,0.450749
269,0.601661
270,0.228249
271,0.343757
272,0.397609
273,0.237120
274,0.302684
275,0.271793
276,0.343211
277,0.318308
278,0.243473
279,0.461819
280,0.327082
281,0.781360
282,0.422870
283,0.435694
284,0.236607
285,0.311978
286,0.240145
287,0.274723
288,0.408846
289,0.453984
290,0.476202
291,0.593418
292,0.211298
293,0.369847
294,0.280990
295,0.199135
296,0.348943
297,0.268499
298,0.355556
299,0.208362
300,0.219584
301,0.457516
302,0.219157
303,0.271576
304,0.277887
305,0.659883
306,0.379768
307,0.182645
308,0.729366
309,0.591554
310,0.278840
311,0.740232
312,0.307335
313,0.588085
314,0.395084
315,0.407218
316,0.435951
317,0.603109
318,0.244289
319,0.262693
320,0.466825
321,0.485234
322,0.316433
323,0.285516
324,0.255872
325,0.470925
326,0.269018
327,0.342731
328,0.258013
329,0.377762
330,0.192638
331,0.296509
332,0.310924
333,0.288950
334,0.383345
335,0.432059
336,0.403930
337,0.278422
338,0.612999
339,0.364433
340,0.255394
341,0.169902
342,0.309497
343,0.304828
344,0.418500
345,0.326287
346,0.355140
347,0.643670
348,0.433864
349,0.321981
350,0.235050
351,0.462900
352,0.409447
353,0.165280
354,0.522298
355,0.260096
356,0.190200
357,0.761387
358,0.215394
359,0.361173
360,0.559416
361,0.309037
362,0.246257
363,0.202275
364,0.319026
365,0.547011
366,0.478783
367,0.363512
368,0.481984
369,0.267753
370,0.680289
371,0.295278
372,0.485064
373,0.289439
374,0.268069
375,0.309202
376,0.182979
377,0.324313
378,0.252081
379,0.316731
380,0.324177
381,0.268898
382,0.345311
383,0.383487
384,0.518758
385,0.236622
386,0.197578
387,0.177252
388,0.317885
389,0.353134
390,0.294085
391,0.193573
392,0.229451
393,0.329853
394,0.507117
395,0.225519
396,0.182218
397,0.430498
398,0.513927
399,0.226758
400,0.338807
401,0.254236
402,0.178297
403,0.337072
404,0.179579
405,0.834132
406,0.762909
407,0.347787
408,0.410129
409,0.377424
410,0.295257
411,0.360485
412,0.387369
413,0.493631
414,0.263821
415,0.221227
416,0.595894
417,0.528617
418,0.393189
419,0.289276
420,0.311039
421,0.295608
422,0.218160
423,0.358507
424,0.223643
425,0.192866
426,0.247723
427,0.369421
428,0.292651
429,0.515772
430,0.263500
431,0.595997
432,0.221199
433,0.294937
434,0.287277
435,0.375906
436,0.366069
437,0.435972
438,0.503226
439,0.256267
440,0.394444
441,0.314931
442,0.365473
443,0.426850
444,0.219269
445,0.408829
446,0.582443
447,0.298786
448,0.491446
449,0.456666
450,0.204558
451,0.391689
452,0.201051
453,0.480389
454,0.262308
455,0.436499
456,0.365700
457,0.399605
458,0.243249
459,0.442957
460,0.290716
461,0.325854
462,0.446406
463,0.310417
464,0.437652
465,0.383776
466,0.176173
467,0.263178
468,0.331321
469,0.240811
470,0.573488
471,0.190617
472,0.265987
473,0.641834
474,0.402276
475,0.338086
476,0.300715
477,0.229052
478,0.296168
479,0.383070
480,0.260083
481,0.426513
482,0.219090
483,0.394666
484,0.412873
485,0.171076
486,0.597043
487,0.378230
488,0.464927
489,0.534306
490,0.391776
491,0.294620
492,0.367636
493,0.653433
494,0.267589
495,0.591408
496,0.300761
497,0.280387
498,0.271038
499,0.451511
500,0.272883
501,0.295789
502,0.280238
503,0.364517
504,0.295752
505,0.213171
506,0.519947
507,0.396493
508,0.174846
509,0.214907
510,0.318514
511,0.307094
512,0.549170
513,0.392585
514,0.356407
515,0.311152
516,0.600389
517,0.244160
518,0.288407
519,0.184807
520,0.283437
521,0.237918
522,0.255330
523,0.471420
524,0.400662
525,0.406801
526,0.712635
527,0.529616
528,0.230237
529,0.565963
530,0.326914
531,0.244581
532,0.177562
533,0.285550
534,0.189329
535,0.285246
536,0.204165
537,0.287515
538,0.442973
539,0.332672
540,0.241424
541,0.336889
542,0.384677
543,0.462668
544,0.505477
545,0.344117
546,0.283357
547,0.393758
548,0.222860
549,0.204029
550,0.527098
551,0.623255
552,0.512377
553,0.304908
554,0.227393
555,0.510016
556,0.325490
557,0.341472
558,0.368973
559,0.493172
560,0.411358
561,0.214906
562,0.286090
563,0.463400
564,0.404499
565,0.433599
566,0.257522
567,0.202747
568,0.372453
569,0.703263
570,0.423111
571,0.507369
572,0.332769
573,0.309398
574,0.436017
575,0.439952
576,0.200470
577,0.394744
578,0.218628
579,0.499823
580,0.235982
581,0.231749
582,0.317639
583,0.206822
584,0.334126
585,0.370800
586,0.219544
587,0.325592
588,0.442341
589,0.296466
590,0.314219
591,0.529136
592,0.262677
593,0.292757
594,0.329923
595,0.545986
596,0.332415
597,0.269449
598,0.393563
599,0.343660
600,0.270086
601,0.252982
602,0.407480
603,0.304103
604,0.269819
605,0.474923
606,0.246084
607,0.461985
608,0.350163
609,0.603345
610,0.358579
611,0.381830
612,0.194160
613,0.227242
614,0.379458
615,0.333402
616,0.206340
617,0.471954
618,0.258721
619,0.330870
620,0.317962
621,0.191120
622,0.381395
623,0.366463
624,0.365044
625,0.433894
626,0.719978
627,0.498551
628,0.300010
629,0.246531
630,0.529531
631,0.242607
632,0.328258
633,0.191744
634,0.436256
635,0.465827
636,0.181402
637,0.228728
638,0.311921
639,0.477837
640,0.198483
641,0.258721
642,0.616324
643,0.500644
644,0.716505
645,0.447127
646,0.600124
647,0.303691
648,0.506147
649,0.216513
650,0.287136
651,0.610694
652,0.276974
653,0.418190
654,0.708608
655,0.272978
656,0.364218
657,0.336978
658,0.275346
659,0.456987
660,0.555179
661,0.371059
662,0.580122
663,0.537969
664,0.496972
665,0.699259
666,0.163227
667,0.296616
668,0.460374
669,0.644155
670,0.392527
671,0.256349
672,0.470673
673,0.406944
674,0.199986
675,0.694661
676,0.517522
677,0.354732
678,0.364736
679,0.388630
680,0.538417
681,0.405759
682,0.283262
683,0.413929
684,0.324801
685,0.510741
686,0.179486
687,0.237969
688,0.214362
689,0.515315
690,0.325073
691,0.428160
692,0.653626
693,0.371448
694,0.406925
695,0.384584
696,0.305457
697,0.181904
698,0.384042
699,0.584414
700,0.269206
701,0.216659
702,0.600397
703,0.516217
704,0.730054
705,0.315707
706,0.280199
707,0.361983
708,0.280702
709,0.334661
710,0.252864
711,0.431846
712,0.549235
713,0.297247
714,0.243497
715,0.292415
716,0.646870
717,0.225793
718,0.393823
719,0.342328
720,0.204707
721,0.233596
722,0.315117
723,0.398932
724,0.253341
725,0.549249
726,0.317645
727,0.298006
728,0.388057
729,0.447088
730,0.711043
731,0.311903
732,0.366033
733,0.187776
734,0.273745
735,0.496827
736,0.346595
737,0.408903
738,0.485415
739,0.298741
740,0.204603
741,0.281952
742,0.266202
743,0.402227
744,0.314578
745,0.265647
746,0.399987
747,0.257552
748,0.377826
749,0.356809
750,0.458501
751,0.570223
752,0.203042
753,0.269451
754,0.174414
755,0.390294
756,0.307821
757,0.395812
758,0.318779
759,0.223010
760,0.283390
761,0.275428
762,0.406647
763,0.471588
764,0.223346
765,0.353642
766,0.432510
767,0.222766
768,0.456283
769,0.287899
770,0.524960
771,0.265323
772,0.524751
773,0.472989
774,0.242791
775,0.425453
776,0.282797
777,0.511263
778,0.265179
779,0.272095
780,0.667169
781,0.468360
782,0.373006
783,0.311719
784,0.457948
785,0.309317
786,0.521369
787,0.382145
788,0.380929
789,0.480708
790,0.541184
791,0.356752
792,0.656632
793,0.508145
794,0.327780
795,0.603090
796,0.194913
797,0.494081
798,0.322875
799,0.595530
800,0.359140
801,0.313929
802,0.297149
803,0.463811
804,0.308963
805,0.610186
806,0.330774
807,0.207366
808,0.423447
809,0.362944
810,0.426164
811,0.452449
812,0.367078
813,0.389381
814,0.289508
815,0.482833
816,0.385099
817,0.189545
818,0.362692
819,0.232937
820,0.407911
821,0.293566
822,0.582162
823,0.231363
824,0.300538
825,0.283544
826,0.320833
827,0.372011
828,0.329605
829,0.279146
830,0.316551
831,0.513306
832,0.356376
833,0.513046
834,0.260500
835,0.420771
836,0.374382
837,0.514697
838,0.333102
839,0.484251
840,0.651456
841,0.554067
842,0.391548
843,0.551769
844,0.465440
845,0.743349
846,0.759750
847,0.283288
848,0.240473
849,0.599839
850,0.318717
851,0.357003
852,0.274674
853,0.471739
854,0.342380
855,0.168653
856,0.352516
857,0.374902
858,0.383599
859,0.172502
860,0.417887
861,0.633043
862,0.189767
863,0.256086
864,0.252106
865,0.252178
866,0.250132
867,0.205321
868,0.510437
869,0.397416
870,0.201280
871,0.312848
872,0.412396
873,0.199821
874,0.201013
875,0.193234
876,0.408266
877,0.321480
878,0.347934
879,0.181426
880,0.387035
881,0.282072
882,0.423060
883,0.454493
884,0.377938
885,0.203452
886,0.316871
887,0.452562
888,0.705382
889,0.376048
890,0.411168
891,0.285397
892,0.247534
893,0.727277
894,0.783364
895,0.321572
896,0.313871
897,0.313405
898,0.188041
899,0.332945
900,0.189168
901,0.376641
902,0.372390
903,0.281712
904,0.204759
905,0.204340
906,0.283238
907,0.460391
908,0.536303
909,0.434386
910,0.316464
911,0.332875
912,0.413558
913,0.207201
914,0.316835
915,0.453593
916,0.355452
917,0.340576
918,0.255308
919,0.360574
920,0.352465
921,0.435038
922,0.464657
923,0.487502
924,0.305291
925,0.248604
926,0.452619
927,0.389645
928,0.354686
929,0.418077
930,0.609341
931,0.611519
932,0.318824
933,0.330056
934,0.298026
935,0.211667
936,0.176623
937,0.268452
938,0.297768
939,0.416794
940,0.181143
941,0.437780
942,0.180013
943,0.426181
944,0.549193
945,0.297613
946,0.264121
947,0.447201
948,0.312060
949,0.323015
950,0.280966
951,0.201353
952,0.497712
953,0.440094
954,0.220413
955,0.528144
956,0.441453
957,0.284378
958,0.374704
959,0.353085
960,0.315994
961,0.279139
962,0.263783
963,0.209220
964,0.317245
965,0.344073
966,0.410311
967,0.443843
968,0.388223
969,0.628525
970,0.578775
971,0.248152
972,0.652392
973,0.339441
974,0.527866
975,0.230048
976,0.293635
977,0.447082
978,0.370025
979,0.460262
980,0.768634
981,0.227249
982,0.221376
983,0.305179
984,0.235525
985,0.385330
986,0.617651
987,0.195992
988,0.279361
989,0.349940
990,0.300846
991,0.369785
992,0.176106
993,0.224270
994,0.430174
995,0.217016
996,0.622678
997,0.220024
998,0.371179
999,0.309780
1000,0.276400
1001,0.176728
1002,0.433707
1003,0.347760
1004,0.301009
1005,0.407173
1006,0.261527
1007,0.412183
1008,0.223334
1009,0.260237
1010,0.270823
1011,0.309735
1012,0.271365
1013,0.347392
1014,0.490152
1015,0.321662
1016,0.521678
1017,0.193315
1018,0.628879
1019,0.354650
1020,0.181818
1021,0.301021
1022,0.461982
1023,0.323822
1024,0.561894
1025,0.316738
1026,0.253289
1027,0.336141
1028,0.300405
1029,0.182392
1030,0.251811
1031,0.234654
1032,0.376666
1033,0.312975
1034,0.354079
1035,0.192613
1036,0.287054
1037,0.274371
1038,0.225278
1039,0.285848
1040,0.191631
1041,0.409921
1042,0.655317
1043,0.258636
1044,0.393717
1045,0.340496
1046,0.278086
1047,0.254272
1048,0.358190
1049,0.321032
1050,0.290693
1051,0.314919
1052,0.396110
1053,0.539719
1054,0.196545
1055,0.450457
1056,0.189341
1057,0.193794
1058,0.329773
1059,0.468596
1060,0.438260
1061,0.479812
1062,0.401733
1063,0.317811
1064,0.331550
1065,0.508209
1066,0.376779
1067,0.345637
1068,0.187522
1069,0.299157
1070,0.294180
1071,0.243883
1072,0.447783
1073,0.665334
1074,0.304114
1075,0.322986
1076,0.423167
1077,0.392884
1078,0.242503
1079,0.508596
1080,0.385095
1081,0.347723
1082,0.520117
1083,0.332803
1084,0.410658
1085,0.315012
1086,0.266194
1087,0.365400
1088,0.440552
1089,0.657082
1090,0.282991
1091,0.231305
1092,0.250132
1093,0.499324
1094,0.286247
1095,0.566292
1096,0.447576
1097,0.393795
1098,0.547021
1099,0.484848
1100,0.403899
1101,0.345185
1102,0.276686
1103,0.327290
1104,0.217963
1105,0.449175
1106,0.380869
1107,0.355255
1108,0.570165
1109,0.457468
1110,0.319459
1111,0.304204
1112,0.265643
1113,0.317380
1114,0.363248
1115,0.289564
1116,0.281979
1117,0.421766
1118,0.595064
1119,0.283729
1120,0.357778
1121,0.355854
1122,0.209766
1123,0.334038
1124,0.508147
1125,0.335426
1126,0.514588
1127,0.320403
1128,0.651914
1129,0.315159
1130,0.331205
1131,0.247879
1132,0.729577
1133,0.330508
1134,0.499341
1135,0.595052
1136,0.418720
1137,0.244711
1138,0.272745
1139,0.367510
1140,0.275671
1141,0.355354
1142,0.257910
1143,0.499842
1144,0.620483
1145,0.366909
1146,0.403838
1147,0.482940
1148,0.316482
1149,0.372968
1150,0.284490
1151,0.297591
1152,0.487584
1153,0.189312
1154,0.335571
1155,0.459942
1156,0.264706
1157,0.697780
1158,0.755646
1159,0.440502
1160,0.221270
1161,0.571476
1162,0.400816
1163,0.416342
1164,0.383691
1165,0.459684
1166,0.358979
1167,0.730054
1168,0.257575
1169,0.374589
1170,0.328638
1171,0.717612
1172,0.317613
1173,0.361211
1174,0.326684
1175,0.439036
1176,0.673517
1177,0.729065
1178,0.559911
1179,0.360726
1180,0.517197
1181,0.702794
1182,0.370960
1183,0.455196
1184,0.559226
1185,0.423467
1186,0.503472
1187,0.494116
1188,0.810396
1189,0.438262
1190,0.191118
1191,0.663068
1192,0.204191
1193,0.733915
1194,0.376559
1195,0.523694
1196,0.212049
1197,0.202880
1198,0.275319
1199,0.514337
1200,0.413334
1201,0.376162
1202,0.235371
1203,0.185066
1204,0.173511
1205,0.318508
1206,0.286373
1207,0.740529
1208,0.385162
1209,0.483878
1210,0.323435
1211,0.473908
1212,0.534536
1213,0.172059
1214,0.218468
1215,0.826010
1216,0.332734
1217,0.461683
1218,0.226011
1219,0.483577
1220,0.327195
1221,0.409892
1222,0.439209
1223,0.533849
1224,0.243514
1225,0.444719
1226,0.313738
1227,0.225274
1228,0.445420
1229,0.668412
1230,0.697782
1231,0.334722
1232,0.487117
1233,0.340693
1234,0.807905
1235,0.843197
1236,0.238096
1237,0.441029
1238,0.686186
1239,0.420184
1240,0.333520
1241,0.217792
1242,0.368673
1243,0.251140
1244,0.365917
1245,0.422075
1246,0.525362
1247,0.329189
1248,0.214585
1249,0.479634
1250,0.262771
1251,0.563179
1252,0.483819
1253,0.299819
1254,0.506377
1255,0.365793
1256,0.462318
1257,0.367336
1258,0.291950
1259,0.221970
1260,0.619317
1261,0.345294
1262,0.479680
1263,0.489336
1264,0.325911
1265,0.189303
1266,0.367616
1267,0.434490
1268,0.486836
1269,0.362062
1270,0.392378
1271,0.227298
1272,0.611473
1273,0.533287
1274,0.481706
1275,0.540695
1276,0.729849
1277,0.337893
1278,0.571163
1279,0.387989
1280,0.297044
1281,0.572958
1282,0.260340
1283,0.433938
1284,0.464430
1285,0.244380
1286,0.272622
1287,0.332821
1288,0.488924
1289,0.329296
1290,0.432376
1291,0.351687
1292,0.545256
1293,0.395667
1294,0.780664
1295,0.367400
1296,0.275965
1297,0.394126
1298,0.205083
1299,0.183166
1300,0.485801
1301,0.316553
1302,0.363265
1303,0.515523
1304,0.443834
1305,0.237517
1306,0.222355
1307,0.509372
1308,0.194985
1309,0.349712
1310,0.491269
1311,0.173091
1312,0.276759
1313,0.492103
1314,0.287929
1315,0.390652
1316,0.312130
1317,0.668304
1318,0.326227
1319,0.306075
1320,0.262092
1321,0.223857
1322,0.386219
1323,0.452737
1324,0.385486
1325,0.389653
1326,0.298501
1327,0.370213
1328,0.388094
1329,0.525594
1330,0.344005
1331,0.405612
1332,0.233266
1333,0.393878
1334,0.342855
1335,0.453588
1336,0.434622
1337,0.272163
1338,0.432945
1339,0.556514
1340,0.406427
1341,0.312692
1342,0.322872
1343,0.252857
1344,0.373456
1345,0.296388
1346,0.259359
1347,0.420501
1348,0.462002
1349,0.613743
1350,0.254217
1351,0.376786
1352,0.394287
1353,0.224731
1354,0.327034
1355,0.345671
1356,0.276881
1357,0.418842
1358,0.313778
1359,0.356363
1360,0.214236
1361,0.595984
1362,0.229342
1363,0.219649
1364,0.348517
1365,0.407088
1366,0.218956
1367,0.236123
1368,0.539146
1369,0.704992
1370,0.245855
1371,0.463186
1372,0.265270
1373,0.334709
1374,0.445235
1375,0.514781
1376,0.314875
1377,0.683701
1378,0.283341
1379,0.274347
1380,0.173197
1381,0.496184
1382,0.457847
1383,0.350588
1384,0.214884
1385,0.286064
1386,0.235528
1387,0.394497
1388,0.470510
1389,0.422179
1390,0.359932
1391,0.321524
1392,0.331228
1393,0.373081
1394,0.484327
1395,0.397054
1396,0.386504
1397,0.376599
1398,0.288846
1399,0.542442
1400,0.453614
1401,0.305263
1402,0.268354
1403,0.275505
1404,0.404131
1405,0.264015
1406,0.245331
1407,0.430380
1408,0.367275
1409,0.361440
1410,0.264339
1411,0.271483
1412,0.227806
1413,0.303987
1414,0.268152
1415,0.311086
1416,0.313658
1417,0.413718
1418,0.198277
1419,0.760332
1420,0.372106
1421,0.374966
1422,0.528298
1423,0.178867
1424,0.442978
1425,0.252111
1426,0.296897
1427,0.327156
1428,0.307768
1429,0.350398
1430,0.320390
1431,0.492953
1432,0.269448
1433,0.344964
1434,0.237229
1435,0.289016
1436,0.655175
1437,0.354602
1438,0.213978
1439,0.365753
1440,0.688561
1441,0.280818
1442,0.265261
1443,0.183807
1444,0.359147
1445,0.239527
1446,0.641526
1447,0.488664
1448,0.324118
1449,0.211061
1450,0.198151
1451,0.508693
1452,0.296671
1453,0.278589
1454,0.234572
1455,0.371273
1456,0.606499
1457,0.345286
1458,0.243144
1459,0.250927
1460,0.358894
1461,0.279847
1462,0.284259
1463,0.563011
1464,0.198626
1465,0.254271
1466,0.335910
1467,0.466674
1468,0.184297
1469,0.506283
1470,0.238963
1471,0.519737
1472,0.379910
1473,0.282494
1474,0.347038
1475,0.642653
1476,0.592622
1477,0.374786
1478,0.226663
1479,0.452128
1480,0.296605
1481,0.266045
1482,0.401107
1483,0.186831
1484,0.295146
1485,0.631129
1486,0.701069
1487,0.424759
1488,0.308132
1489,0.432835
1490,0.309737
1491,0.420872
1492,0.409695
1493,0.344436
1494,0.410296
1495,0.557398
1496,0.302946
1497,0.237925
1498,0.505412
1499,0.355397
1500,0.279911
1501,0.535369
1502,0.402115
1503,0.520314
1504,0.482824
1505,0.191695
1506,0.489984
1507,0.401957
1508,0.391657
1509,0.397795
1510,0.279587
1511,0.212062
1512,0.344406
1513,0.315656
1514,0.350575
1515,0.293052
1516,0.212633
1517,0.548704
1518,0.511240
1519,0.285751
1520,0.380067
1521,0.414947
1522,0.404241
1523,0.352395
1524,0.184172
1525,0.435940
1526,0.580305
